RowId,ItemId,ChestId,Min,Max,Probability
285,3093,37,1,1,16.69
286,31445,37,1,1,16.81
287,3095,37,1,1,15.51
288,3094,37,1,1,16.88
289,3364,37,1,1,17.28
290,31442,37,1,1,16.83
291,1907,38,1,1,11.06
292,2159,38,1,1,11.02
293,2117,38,1,1,11.16
294,2013,38,1,1,11.58
295,9195,38,1,1,11.27
296,1696,38,1,1,11.04
297,1835,38,1,1,10.45
298,1768,38,1,1,10.83
299,38470,38,1,1,11.6
300,1835,39,1,1,11.35
301,1768,39,1,1,10.94
302,2245,39,1,1,20.44
303,2013,39,1,1,11.52
304,38652,39,1,1,25.12
305,2117,39,1,1,11.03
306,31446,39,1,1,16.46
307,9195,39,1,1,10.86
308,31443,39,1,1,16.5
309,3824,39,1,1,17.06
310,1907,39,1,1,10.4
311,38470,39,1,1,12.02
312,2159,39,1,1,10.87
313,1696,39,1,1,11.01
314,31442,40,1,1,17.5
315,31445,40,1,1,16.26
316,3094,40,1,1,16.67
317,3095,40,1,1,15.81
318,3093,40,1,1,17.28
319,3364,40,1,1,16.48
320,4114,41,1,1,5.84
321,4110,41,1,1,5.19
322,31460,41,1,1,18.83
323,4112,41,1,1,4.55
324,4329,41,1,1,2.6
325,4323,41,1,1,1.95
326,4118,41,1,1,1.95
327,31454,41,1,1,14.94
328,4321,41,1,1,3.25
329,4122,41,1,1,2.6
330,31466,41,1,1,16.23
331,4331,41,1,1,3.9
332,4116,41,1,1,3.9
333,4120,41,1,1,3.9
334,4327,41,1,1,5.19
335,4325,41,1,1,3.25
336,2255,41,1,1,1.95
337,31462,42,1,1,16.88
338,4325,42,1,1,7.5
339,31464,42,1,1,16.68
340,4323,42,1,1,7.19
341,31456,42,1,1,16.73
342,4120,42,1,1,6.92
343,31452,42,1,1,16.75
344,2255,42,1,1,7.18
345,4118,42,1,1,6.98
346,31458,42,1,1,16.8
347,4110,42,1,1,7.44
348,4331,42,1,1,7.01
349,4321,42,1,1,6.98
350,4329,42,1,1,7.09
351,4327,42,1,1,7.41
352,31450,42,1,1,16.15
353,4122,42,1,1,7.16
354,4114,42,1,1,7.26
355,4112,42,1,1,7.28
356,4116,42,1,1,6.61
357,31465,43,1,1,16.83
358,4221,43,1,1,6.63
359,31451,43,1,1,17.04
360,4225,43,1,1,7.1
361,31457,43,1,1,16.92
362,4451,43,1,1,7.57
363,31453,43,1,1,16.75
364,4445,43,1,1,7.16
365,4219,43,1,1,6.65
366,31463,43,1,1,16
367,4449,43,1,1,6.77
368,31459,43,1,1,16.47
369,4443,43,1,1,7.66
370,4447,43,1,1,7.48
371,4455,43,1,1,7.01
372,4227,43,1,1,7.2
373,4217,43,1,1,7.08
374,4453,43,1,1,7.34
375,4223,43,1,1,7.08
376,4215,43,1,1,7.27
377,9198,44,1,1,9.3
378,2120,44,1,1,10.85
379,2165,44,1,1,11.63
380,1775,44,1,1,13.95
381,1914,44,1,1,13.95
382,1844,44,1,1,10.08
383,1705,44,1,1,11.63
384,38471,44,1,1,10.08
385,2020,44,1,1,8.53
386,2120,45,1,1,11.53
387,31466,45,1,1,16.87
388,30253,45,1,1,25.14
389,2165,45,1,1,10.85
390,31454,45,1,1,16.85
391,1914,45,1,1,11.11
392,38471,45,1,1,11
393,1775,45,1,1,11.28
394,9198,45,1,1,10.77
395,31460,45,1,1,16.72
396,1705,45,1,1,10.95
397,2020,45,1,1,11.31
398,1844,45,1,1,11.21
399,31462,46,1,1,17.4
400,31458,46,1,1,17.4
401,31456,46,1,1,16.22
402,31464,46,1,1,17.11
403,31452,46,1,1,11.8
404,31450,46,1,1,20.06
405,31453,47,1,1,17.62
406,31457,47,1,1,15.45
407,31463,47,1,1,17.62
408,31451,47,1,1,16.53
409,31459,47,1,1,15.99
410,31465,47,1,1,16.8
411,4462,48,1,1,10.73
412,3839,48,1,1,17.6
413,4460,48,1,1,10.95
414,4459,48,1,1,11.28
415,3838,48,1,1,16.3
416,4463,48,1,1,11.78
417,3840,48,1,1,16.63
418,4461,48,1,1,10.73
419,9382,48,1,1,10.59
420,4457,48,1,1,11.97
421,4464,48,1,1,10.62
422,4458,48,1,1,11.36
423,3610,49,1,1,16.6
424,2771,49,1,1,15.06
425,2770,49,1,1,17.76
426,3609,49,1,1,14.48
427,3608,49,1,1,18.15
428,2772,49,1,1,17.95
429,3122,50,1,1,18.58
430,3124,50,1,1,19.47
431,3123,50,1,1,15.93
432,3380,50,1,1,12.39
433,3381,50,1,1,20.35
434,3382,50,1,1,13.27
435,4458,51,1,1,16.28
436,4461,51,1,1,16.28
437,4463,51,1,1,6.98
438,9382,51,1,1,6.98
439,4460,51,1,1,20.93
440,4457,51,1,1,9.3
441,4462,51,1,1,11.63
442,4464,51,1,1,4.65
443,4459,51,1,1,6.98
444,31476,52,1,1,8.68
445,31475,52,1,1,8.23
446,31472,52,1,1,8.86
447,38472,52,1,1,7.9
448,31471,52,1,1,7.89
449,31473,52,1,1,7.47
450,31477,52,1,1,8.31
451,31469,52,1,1,8.27
452,31479,52,1,1,7.71
453,31474,52,1,1,8.9
454,31470,52,1,1,8.78
455,31478,52,1,1,9
456,2770,53,1,1,17.75
457,2772,53,1,1,16.81
458,3610,53,1,1,16.31
459,2771,53,1,1,16.48
460,3609,53,1,1,15.99
461,3608,53,1,1,16.66
462,3123,54,1,1,17.18
463,3381,54,1,1,16.95
464,3124,54,1,1,16.27
465,3382,54,1,1,16.52
466,3380,54,1,1,16.35
467,3122,54,1,1,16.72
468,3840,55,1,1,15.95
469,31472,55,1,1,8.46
470,31479,55,1,1,8.63
471,38472,55,1,1,8.48
472,31475,55,1,1,7.92
473,38653,55,1,1,25.65
474,31477,55,1,1,8.2
475,31470,55,1,1,8.31
476,31469,55,1,1,8.16
477,3838,55,1,1,16.21
478,31471,55,1,1,8.03
479,3839,55,1,1,16.73
480,31474,55,1,1,7.9
481,31476,55,1,1,8.48
482,31478,55,1,1,8.72
483,31473,55,1,1,8.74
484,39606,56,1,1,19.83
485,31485,56,1,1,34.48
486,31491,56,1,1,23.28
487,31496,56,1,1,22.41
488,31494,57,1,1,18.95
489,31481,57,1,1,21.58
490,31489,57,1,1,20
491,31487,57,1,1,23.16
492,31483,57,1,1,16.32
493,31493,58,1,1,17.5
494,31482,58,1,1,20
495,31488,58,1,1,15.5
496,31495,58,1,1,17
497,31490,58,1,1,14.5
498,31484,58,1,1,15.5
499,1710,59,1,1,8.9
500,10499,59,1,1,8.54
501,2080,59,1,1,7.59
502,10437,59,1,1,7.86
503,2168,59,1,1,7.89
504,1780,59,1,1,8.45
505,2025,59,1,1,8.84
506,1849,59,1,1,8.51
507,38473,59,1,1,7.92
508,10561,59,1,1,8.43
509,1919,59,1,1,8.72
510,9203,59,1,1,8.34
511,31481,60,1,1,25.21
512,31489,60,1,1,16.18
513,31483,60,1,1,15.99
514,31487,60,1,1,26.03
515,31494,60,1,1,16.59
516,31491,61,1,1,16.97
517,9203,61,1,1,8.59
518,2168,61,1,1,8.38
519,10561,61,1,1,8.52
520,1780,61,1,1,8.49
521,39606,61,1,1,19.41
522,1710,61,1,1,7.98
523,1849,61,1,1,8.61
524,1919,61,1,1,8.87
525,31485,61,1,1,16.29
526,2025,61,1,1,7.88
527,31496,61,1,1,16.92
528,10499,61,1,1,8.23
529,38473,61,1,1,8.24
530,10437,61,1,1,8.19
531,2080,61,1,1,8.02
532,31493,62,1,1,16.51
533,31488,62,1,1,17.1
534,31490,62,1,1,16.66
535,31484,62,1,1,15.91
536,31495,62,1,1,16.77
537,31482,62,1,1,17.06
538,2783,63,1,1,16.22
539,3136,63,1,1,6.57
540,4346,63,1,1,6.43
541,2781,63,1,1,16.95
542,4244,63,1,1,6.43
543,2782,63,1,1,16.06
544,31501,63,1,1,16.74
545,4240,63,1,1,5.77
546,4348,63,1,1,6.14
547,4340,63,1,1,6.38
548,4350,63,1,1,6.11
549,4238,63,1,1,6.68
550,3618,63,1,1,16.69
551,4352,63,1,1,6.27
552,31498,63,1,1,17.33
553,4338,63,1,1,6.11
554,4344,63,1,1,6.45
555,4236,63,1,1,5.43
556,4234,63,1,1,6.79
557,4342,63,1,1,5.79
558,4246,63,1,1,6.16
559,4242,63,1,1,6.5
560,3134,64,1,1,16.52
561,4148,64,1,1,5.91
562,3135,64,1,1,17.42
563,4138,64,1,1,6.06
564,3133,64,1,1,16.54
565,4473,64,1,1,5.49
566,4466,64,1,1,5.51
567,31502,64,1,1,16.99
568,4471,64,1,1,6.06
569,31500,64,1,1,16.33
570,4131,64,1,1,6.28
571,4142,64,1,1,5.25
572,4134,64,1,1,5.94
573,4475,64,1,1,5.87
574,4469,64,1,1,5.87
575,4477,64,1,1,5.87
576,4481,64,1,1,6.09
577,4136,64,1,1,5.57
578,4479,64,1,1,6.02
579,3401,64,1,1,16.22
580,4146,64,1,1,5.66
581,4140,64,1,1,6.28
582,4144,64,1,1,6.28
583,3846,65,1,1,19.86
584,31503,65,1,1,15.58
585,31499,65,1,1,18.84
586,4338,65,1,1,3.94
587,4242,65,1,1,1.71
588,4244,65,1,1,2.91
589,4240,65,1,1,3.42
590,4350,65,1,1,2.4
591,4352,65,1,1,3.08
592,4234,65,1,1,3.25
593,3136,65,1,1,3.42
594,4340,65,1,1,3.42
595,4246,65,1,1,3.94
596,4346,65,1,1,3.25
597,4348,65,1,1,2.23
598,4342,65,1,1,2.23
599,4238,65,1,1,1.54
600,4236,65,1,1,2.4
601,4344,65,1,1,2.57
602,2782,66,1,1,12.14
603,31501,66,1,1,19.29
604,3618,66,1,1,15
605,2783,66,1,1,19.29
606,2781,66,1,1,17.86
607,31498,66,1,1,16.43
608,3134,67,1,1,15.82
609,3135,67,1,1,14.77
610,3133,67,1,1,17.51
611,3401,67,1,1,19.2
612,31500,67,1,1,16.24
613,31502,67,1,1,16.46
614,31511,68,1,1,7.73
615,31515,68,1,1,11.34
616,31510,68,1,1,7.73
617,38474,68,1,1,7.22
618,31509,68,1,1,7.22
619,31512,68,1,1,10.31
620,31513,68,1,1,5.67
621,31506,68,1,1,8.25
622,31507,68,1,1,7.73
623,31514,68,1,1,10.31
624,31516,68,1,1,9.28
625,31508,68,1,1,7.22
626,31509,69,1,1,7.91
627,31503,69,1,1,14.89
628,31508,69,1,1,8.9
629,31515,69,1,1,8.8
630,31499,69,1,1,17.19
631,31506,69,1,1,8.15
632,3846,69,1,1,17.15
633,31511,69,1,1,8.29
634,31513,69,1,1,7.73
635,31673,69,1,1,25.36
636,31510,69,1,1,8.47
637,31507,69,1,1,8.23
638,38474,69,1,1,7.73
639,31514,69,1,1,8.21
640,31516,69,1,1,9.67
641,31512,69,1,1,7.91
642,31534,70,1,1,24.93
643,39607,70,1,1,18.41
644,31528,70,1,1,29.18
645,31522,70,1,1,27.48
646,31532,71,1,1,16.23
647,31526,71,1,1,17.49
648,31524,71,1,1,17.22
649,31520,71,1,1,14.98
650,31518,71,1,1,17.58
651,31530,71,1,1,16.5
652,31533,72,1,1,15.76
653,31519,72,1,1,16.47
654,31527,72,1,1,18.67
655,31531,72,1,1,15.96
656,31521,72,1,1,18.67
657,31525,72,1,1,14.46
658,1788,73,1,1,7.57
659,10438,73,1,1,7.89
660,9214,73,1,1,7.57
661,38475,73,1,1,7.78
662,10500,73,1,1,7.53
663,10562,73,1,1,8.09
664,2032,73,1,1,7.67
665,1718,73,1,1,7.45
666,2176,73,1,1,7.87
667,2128,73,1,1,7.54
668,1927,73,1,1,7.64
669,2177,73,1,1,7.57
670,1857,73,1,1,7.84
671,31520,74,1,1,16.96
672,31526,74,1,1,17.45
673,31524,74,1,1,16.18
674,31518,74,1,1,15.59
675,31532,74,1,1,16.4
676,31530,74,1,1,17.43
677,31533,75,1,1,17.25
678,31527,75,1,1,16.33
679,31521,75,1,1,15.89
680,31531,75,1,1,16.92
681,31519,75,1,1,16.97
682,31525,75,1,1,16.64
683,31534,76,1,1,17.34
684,1927,76,1,1,7.71
685,2128,76,1,1,7.29
686,39607,76,1,1,19.12
687,31528,76,1,1,16.59
688,1718,76,1,1,7.93
689,31522,76,1,1,16.66
690,1857,76,1,1,7.48
691,38475,76,1,1,7.65
692,2176,76,1,1,7.81
693,9214,76,1,1,7.97
694,2032,76,1,1,7.58
695,10562,76,1,1,7.36
696,10500,76,1,1,7.93
697,2177,76,1,1,8.11
698,1788,76,1,1,7.53
699,10438,76,1,1,7.65
700,3910,77,1,1,11.41
701,3190,77,1,1,12.41
702,3919,77,1,1,12.66
703,3189,77,1,1,9.43
704,3926,77,1,1,12.66
705,2856,77,1,1,8.44
706,3445,77,1,1,10.17
707,3446,77,1,1,9.68
708,31541,77,1,1,13.15
709,31547,78,1,1,8.71
710,2856,78,1,1,19.69
711,31548,78,1,1,8
712,3189,78,1,1,20.85
713,31544,78,1,1,8.08
714,31551,78,1,1,8.72
715,3446,78,1,1,20.34
716,31553,78,1,1,7.94
717,3445,78,1,1,19.69
718,38476,78,1,1,7.69
719,31552,78,1,1,8.52
720,3190,78,1,1,19.43
721,31543,78,1,1,8.91
722,31549,78,1,1,8.66
723,31545,78,1,1,8
724,31550,78,1,1,8.84
725,31546,78,1,1,7.93
726,2919,79,1,1,12.75
727,3705,79,1,1,12.57
728,2896,79,1,1,12.71
729,31538,79,1,1,13.08
730,2906,79,1,1,12.14
731,31536,79,1,1,12.07
732,31540,79,1,1,12.59
733,2887,79,1,1,12.09
734,3219,80,1,1,12.58
735,3217,80,1,1,11.9
736,3476,80,1,1,13
737,3248,80,1,1,12.18
738,31539,80,1,1,12.13
739,3480,80,1,1,12.69
740,3207,80,1,1,13
741,31537,80,1,1,12.52
742,3705,81,1,1,12.55
743,31540,81,1,1,12.69
744,2887,81,1,1,13.03
745,31538,81,1,1,12.59
746,2896,81,1,1,12.51
747,31536,81,1,1,12.43
748,2919,81,1,1,12.36
749,2906,81,1,1,11.84
750,3248,82,1,1,12.2
751,3476,82,1,1,11.73
752,31537,82,1,1,12.86
753,3219,82,1,1,13.54
754,3207,82,1,1,12.09
755,3480,82,1,1,12.86
756,3217,82,1,1,13.07
757,31539,82,1,1,11.65
758,31550,83,1,1,8.45
759,31544,83,1,1,7.85
760,30254,83,1,1,24.6
761,3919,83,1,1,12.03
762,31548,83,1,1,8.93
763,31552,83,1,1,8.12
764,31546,83,1,1,8.5
765,38476,83,1,1,8.57
766,31541,83,1,1,12.19
767,31549,83,1,1,7.88
768,31547,83,1,1,8.21
769,3910,83,1,1,13.09
770,31545,83,1,1,8.26
771,31551,83,1,1,8.66
772,3926,83,1,1,12.34
773,31543,83,1,1,8.26
774,31553,83,1,1,8.29
775,1730,84,1,1,8.11
776,38477,84,1,1,8.18
777,31559,84,1,1,17.27
778,1869,84,1,1,8.65
779,39608,84,1,1,25.49
780,1798,84,1,1,8.75
781,10439,84,1,1,8.38
782,44107,84,1,1,7.94
783,31571,84,1,1,17.04
784,2187,84,1,1,8.29
785,31565,84,1,1,16.56
786,1939,84,1,1,8.68
787,2042,84,1,1,8.2
788,9219,84,1,1,7.89
789,10563,84,1,1,8.44
790,10501,84,1,1,8.5
791,31561,85,1,1,16.75
792,4265,85,1,1,7.2
793,31569,85,1,1,16.93
794,4269,85,1,1,6.79
795,31563,85,1,1,16.72
796,4171,85,1,1,7.58
797,4263,85,1,1,7.13
798,4503,85,1,1,7.35
799,4505,85,1,1,6.69
800,31555,85,1,1,16.91
801,4507,85,1,1,7.05
802,4509,85,1,1,7.17
803,4511,85,1,1,6.93
804,31567,85,1,1,16.77
805,4513,85,1,1,6.97
806,4267,85,1,1,7.57
807,31557,85,1,1,15.91
808,4261,85,1,1,7.69
809,4259,85,1,1,7.09
810,4515,85,1,1,6.78
811,31564,86,1,1,16.96
812,31562,86,1,1,17.21
813,31568,86,1,1,16.39
814,31556,86,1,1,17.21
815,31570,86,1,1,15.82
816,31558,86,1,1,16.41
817,6173,87,1,1,100
818,31559,87,1,1,16.48
819,31565,87,1,1,16.32
820,31571,87,1,1,17.31
821,31563,88,1,1,16.05
822,31567,88,1,1,15.91
823,31569,88,1,1,17.67
824,31555,88,1,1,17.07
825,31557,88,1,1,16.19
826,31561,88,1,1,17.11
827,31562,89,1,1,16.4
828,31556,89,1,1,16.04
829,31558,89,1,1,16.6
830,31568,89,1,1,18.38
831,31564,89,1,1,16.29
832,31570,89,1,1,16.29
833,1798,90,1,1,8.01
834,1869,90,1,1,8.45
835,1730,90,1,1,7.97
836,2042,90,1,1,9
837,1939,90,1,1,8.62
838,38477,90,1,1,8.58
839,10563,90,1,1,7.94
840,10501,90,1,1,8.18
841,9219,90,1,1,8.81
842,10439,90,1,1,7.54
843,44107,90,1,1,8.9
844,2187,90,1,1,7.99
845,6276,91,1,1,8.37
846,3900,91,1,1,13.52
847,6271,91,1,1,7.94
848,3898,91,1,1,13.35
849,6273,91,1,1,6.67
850,6272,91,1,1,8.4
851,2188,91,1,1,7.88
852,3901,91,1,1,11.65
853,10413,91,1,1,7.83
854,10475,91,1,1,7.39
855,6275,91,1,1,8.14
856,10537,91,1,1,7.8
857,6278,91,1,1,6.62
858,9220,91,1,1,8.23
859,6274,91,1,1,7.39
860,3902,91,1,1,12.66
861,38714,91,1,1,7.34
862,3675,92,1,1,16.44
863,3673,92,1,1,16.44
864,2866,92,1,1,12.1
865,2869,92,1,1,13.49
866,3674,92,1,1,17.48
867,2868,92,1,1,11.36
868,2867,92,1,1,12.68
869,3452,93,1,1,12.51
870,3169,93,1,1,9.88
871,3449,93,1,1,13.23
872,3450,93,1,1,12.29
873,3198,93,1,1,9.69
874,3451,93,1,1,12.04
875,3197,93,1,1,10.32
876,3199,93,1,1,9.83
877,3200,93,1,1,10.21
878,3902,94,1,1,16.42
879,1636,94,1,1,63.97
880,3900,94,1,1,17.27
881,3901,94,1,1,15.35
882,3898,94,1,1,17.91
883,2869,95,1,1,13.18
884,3674,95,1,1,17.04
885,3675,95,1,1,16.08
886,3673,95,1,1,13.18
887,2867,95,1,1,16.72
888,2866,95,1,1,11.9
889,2868,95,1,1,11.9
890,3169,96,1,1,9.54
891,3451,96,1,1,12.31
892,3199,96,1,1,9.91
893,3450,96,1,1,11.71
894,3452,96,1,1,13.33
895,3449,96,1,1,12.31
896,3200,96,1,1,9.86
897,3197,96,1,1,10.32
898,3198,96,1,1,10.69
899,6278,97,1,1,7.93
900,31672,97,1,1,25.66
901,38714,97,1,1,7.46
902,6203,97,1,1,25.55
903,6274,97,1,1,7.46
904,6272,97,1,1,7.6
905,10413,97,1,1,7.35
906,2188,97,1,1,8.11
907,6276,97,1,1,8.87
908,10537,97,1,1,7.85
909,10475,97,1,1,7.17
910,9220,97,1,1,7.85
911,6273,97,1,1,7.09
912,6275,97,1,1,7.6
913,6271,97,1,1,7.67
914,3901,98,1,1,16.54
915,6205,98,1,1,100
916,3900,98,1,1,9.06
917,3898,98,1,1,14.17
918,3902,98,1,1,14.17
919,3674,99,1,1,16.41
920,3673,99,1,1,17.4
921,2868,99,1,1,12.05
922,3675,99,1,1,16.22
923,2867,99,1,1,12.05
924,2866,99,1,1,12.88
925,2869,99,1,1,12.98
926,2868,100,1,1,17.24
927,2866,100,1,1,17.24
928,3674,100,1,1,27.59
929,2869,100,1,1,13.79
930,3673,100,1,1,6.9
931,2867,100,1,1,6.9
932,3675,100,1,1,10.34
